bet_name,AKB,B3,BF,BY,CE,DP,EE,FB,FR,G5,KN,LD,LS,MA,N4,OE,PP,QN,S6,SI,SK,SX,UN,VC,VT,WA,WH,timestamp
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T19:54:30.057679+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T19:54:30.057679+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T19:54:30.057679+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T19:59:44.182947+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T19:59:44.182947+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T19:59:44.182947+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T19:59:44.182947+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T19:59:44.182947+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T19:59:44.182947+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T19:59:44.182947+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T19:59:44.182947+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:04:58.139400+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:04:58.139400+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:04:58.139400+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:04:58.139400+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:04:58.139400+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:04:58.139400+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:04:58.139400+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:04:58.139400+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:10:11.307035+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:10:11.307035+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:10:11.307035+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:10:11.307035+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:10:11.307035+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:10:11.307035+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:10:11.307035+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:10:11.307035+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:15:25.043924+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:15:25.043924+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:15:25.043924+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:15:25.043924+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:15:25.043924+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:15:25.043924+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:15:25.043924+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:15:25.043924+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:20:38.828560+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:20:38.828560+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:20:38.828560+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:20:38.828560+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:20:38.828560+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:20:38.828560+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:20:38.828560+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:20:38.828560+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:25:52.421220+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:25:52.421220+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:25:52.421220+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:25:52.421220+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:25:52.421220+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:25:52.421220+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:25:52.421220+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:25:52.421220+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:31:05.196657+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:31:05.196657+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:31:05.196657+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:31:05.196657+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:31:05.196657+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:31:05.196657+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:31:05.196657+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:31:05.196657+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:36:20.353184+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:36:20.353184+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:36:20.353184+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:36:20.353184+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:36:20.353184+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:36:20.353184+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:36:20.353184+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:36:20.353184+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:41:34.968432+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:41:34.968432+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:41:34.968432+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:41:34.968432+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:41:34.968432+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:41:34.968432+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:41:34.968432+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:41:34.968432+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:46:48.320356+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:46:48.320356+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:46:48.320356+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:46:48.320356+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:46:48.320356+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:46:48.320356+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:46:48.320356+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:46:48.320356+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:52:01.504666+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:52:01.504666+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:52:01.504666+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:52:01.504666+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:52:01.504666+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:52:01.504666+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:52:01.504666+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:52:01.504666+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T20:57:17.722184+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T20:57:17.722184+00:00
J D Vance,251.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:57:17.722184+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:57:17.722184+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:57:17.722184+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:57:17.722184+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:57:17.722184+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-30T20:57:17.722184+00:00
Donald Trump,1.57,1.5,1.55,1.5,1.5,1.5,1.53,1.53,1.53,1.5,1.5,1.5,1.5,1.55,0.0,1.53,1.53,1.5,1.53,1.5,1.5,1.5,1.5,1.5,1.45,1.5,1.53,2024-10-30T21:02:32.623369+00:00
Kamala Harris,2.8,2.7,2.74,2.63,2.62,2.7,2.63,2.5,2.63,2.63,2.7,2.62,2.7,2.74,0.0,2.5,2.5,2.63,2.62,2.63,2.63,2.63,2.7,2.62,2.65,2.7,2.62,2024-10-30T21:02:32.623369+00:00
